,altitude,country,get_distance_from,iata,icao,latitude,longitude,name,set_airport_details
2714,23,United States,<bound method Entity.get_distance_from of <(KLDJ) Linden Airport - Altitude: 23 - Latitude: 40.616669 - Longitude: -74.25>>,LDJ,KLDJ,40.616669,-74.25,Linden Airport,<bound method Airport.set_airport_details of <(KLDJ) Linden Airport - Altitude: 23 - Latitude: 40.616669 - Longitude: -74.25>>
2715,1483,China,<bound method Entity.get_distance_from of <(ZBLF) Linfen Qiaoli Airport - Altitude: 1483 - Latitude: 36.131668 - Longitude: 111.658058>>,LFQ,ZBLF,36.131668,111.658058,Linfen Qiaoli Airport,<bound method Airport.set_airport_details of <(ZBLF) Linfen Qiaoli Airport - Altitude: 1483 - Latitude: 36.131668 - Longitude: 111.658058>>
2716,120,Brazil,<bound method Entity.get_distance_from of <(SNLN) Linhares Municipal Airport - Altitude: 120 - Latitude: -19.355291 - Longitude: -40.071281>>,LHN,SNLN,-19.355291,-40.071281,Linhares Municipal Airport,<bound method Airport.set_airport_details of <(SNLN) Linhares Municipal Airport - Altitude: 120 - Latitude: -19.355291 - Longitude: -40.071281>>
2717,172,Sweden,<bound method Entity.get_distance_from of <(ESSL) Linkoping City Airport - Altitude: 172 - Latitude: 58.406151 - Longitude: 15.6805>>,LPI,ESSL,58.406151,15.6805,Linkoping City Airport,<bound method Airport.set_airport_details of <(ESSL) Linkoping City Airport - Altitude: 172 - Latitude: 58.406151 - Longitude: 15.6805>>
2718,283,Sweden,<bound method Entity.get_distance_from of <(ESCF) Linkoping Malmen Airport - Altitude: 283 - Latitude: 58.401375 - Longitude: 15.525439>>,QEI,ESCF,58.401375,15.525439,Linkoping Malmen Airport,<bound method Airport.set_airport_details of <(ESCF) Linkoping Malmen Airport - Altitude: 283 - Latitude: 58.401375 - Longitude: 15.525439>>
2719,164,China,<bound method Entity.get_distance_from of <(ZSLY) Linyi Shubuling Airport - Altitude: 164 - Latitude: 35.046112 - Longitude: 118.411667>>,LYI,ZSLY,35.046112,118.411667,Linyi Shubuling Airport,<bound method Airport.set_airport_details of <(ZSLY) Linyi Shubuling Airport - Altitude: 164 - Latitude: 35.046112 - Longitude: 118.411667>>
2720,978,Austria,<bound method Entity.get_distance_from of <(LOWL) Linz Airport - Altitude: 978 - Latitude: 48.233212 - Longitude: 14.18751>>,LNZ,LOWL,48.233212,14.18751,Linz Airport,<bound method Airport.set_airport_details of <(LOWL) Linz Airport - Altitude: 978 - Latitude: 48.233212 - Longitude: 14.18751>>
2721,584,Russia,<bound method Entity.get_distance_from of <(UUOL) Lipetsk Airport - Altitude: 584 - Latitude: 52.702801 - Longitude: 39.5378>>,LPK,UUOL,52.702801,39.5378,Lipetsk Airport,<bound method Airport.set_airport_details of <(UUOL) Lipetsk Airport - Altitude: 584 - Latitude: 52.702801 - Longitude: 39.5378>>
2722,1600,China,<bound method Entity.get_distance_from of <(ZUNP) Liping Airport - Altitude: 1600 - Latitude: 26.320213 - Longitude: 109.153809>>,HZH,ZUNP,26.320213,109.153809,Liping Airport,<bound method Airport.set_airport_details of <(ZUNP) Liping Airport - Altitude: 1600 - Latitude: 26.320213 - Longitude: 109.153809>>
2723,374,Portugal,<bound method Entity.get_distance_from of <(LPPT) Lisbon Humberto Delgado Airport - Altitude: 374 - Latitude: 38.781311 - Longitude: -9.13591>>,LIS,LPPT,38.781311,-9.13591,Lisbon Humberto Delgado Airport,<bound method Airport.set_airport_details of <(LPPT) Lisbon Humberto Delgado Airport - Altitude: 374 - Latitude: 38.781311 - Longitude: -9.13591>>
2724,35,Australia,<bound method Entity.get_distance_from of <(YLIS) Lismore Airport - Altitude: 35 - Latitude: -28.8302 - Longitude: 153.259995>>,LSY,YLIS,-28.8302,153.259995,Lismore Airport,<bound method Airport.set_airport_details of <(YLIS) Lismore Airport - Altitude: 35 - Latitude: -28.8302 - Longitude: 153.259995>>
2725,3,Cayman Islands,<bound method Entity.get_distance_from of <(MWCL) Little Cayman Airport - Altitude: 3 - Latitude: 19.660271 - Longitude: -80.090202>>,LYB,MWCL,19.660271,-80.090202,Little Cayman Airport,<bound method Airport.set_airport_details of <(MWCL) Little Cayman Airport - Altitude: 3 - Latitude: 19.660271 - Longitude: -80.090202>>
2726,266,United States,<bound method Entity.get_distance_from of <(KLIT) Little Rock Clinton National Airport - Altitude: 266 - Latitude: 34.729439 - Longitude: -92.224297>>,LIT,KLIT,34.729439,-92.224297,Little Rock Clinton National Airport,<bound method Airport.set_airport_details of <(KLIT) Little Rock Clinton National Airport - Altitude: 266 - Latitude: 34.729439 - Longitude: -92.224297>>
2727,6440,China,<bound method Entity.get_distance_from of <(ZUPS) Liupanshui Yuezhao Airport - Altitude: 6440 - Latitude: 26.609417 - Longitude: 104.978996>>,LPF,ZUPS,26.609417,104.978996,Liupanshui Yuezhao Airport,<bound method Airport.set_airport_details of <(ZUPS) Liupanshui Yuezhao Airport - Altitude: 6440 - Latitude: 26.609417 - Longitude: 104.978996>>
2728,295,China,<bound method Entity.get_distance_from of <(ZGZH) Liuzhou Bailian Airport - Altitude: 295 - Latitude: 24.2075 - Longitude: 109.391098>>,LZH,ZGZH,24.2075,109.391098,Liuzhou Bailian Airport,<bound method Airport.set_airport_details of <(ZGZH) Liuzhou Bailian Airport - Altitude: 295 - Latitude: 24.2075 - Longitude: 109.391098>>
2729,397,United States,<bound method Entity.get_distance_from of <(KLVK) Livermore Municipal Airport - Altitude: 397 - Latitude: 37.69389 - Longitude: -121.817223>>,LVK,KLVK,37.69389,-121.817223,Livermore Municipal Airport,<bound method Airport.set_airport_details of <(KLVK) Livermore Municipal Airport - Altitude: 397 - Latitude: 37.69389 - Longitude: -121.817223>>
2730,80,United Kingdom,<bound method Entity.get_distance_from of <(EGGP) Liverpool John Lennon Airport - Altitude: 80 - Latitude: 53.333611 - Longitude: -2.84972>>,LPL,EGGP,53.333611,-2.84972,Liverpool John Lennon Airport,<bound method Airport.set_airport_details of <(EGGP) Liverpool John Lennon Airport - Altitude: 80 - Latitude: 53.333611 - Longitude: -2.84972>>
2731,4652,United States,<bound method Entity.get_distance_from of <(KLVM) Livingston Mission Field Airport - Altitude: 4652 - Latitude: 45.69788 - Longitude: -110.445969>>,LVM,KLVM,45.69788,-110.445969,Livingston Mission Field Airport,<bound method Airport.set_airport_details of <(KLVM) Livingston Mission Field Airport - Altitude: 4652 - Latitude: 45.69788 - Longitude: -110.445969>>
2732,3302,Zambia,<bound method Entity.get_distance_from of <(FLHN) Livingstone Harry Mwanga Nkumbula International Airport - Altitude: 3302 - Latitude: -17.821699 - Longitude: 25.822689>>,LVI,FLHN,-17.821699,25.822689,Livingstone Harry Mwanga Nkumbula International Airport,<bound method Airport.set_airport_details of <(FLHN) Livingstone Harry Mwanga Nkumbula International Airport - Altitude: 3302 - Latitude: -17.821699 - Longitude: 25.822689>>
2733,67,Australia,<bound method Entity.get_distance_from of <(YLZI) Lizard Island Airport - Altitude: 67 - Latitude: -14.672616 - Longitude: 145.453857>>,LZR,YLZI,-14.672616,145.453857,Lizard Island Airport,<bound method Airport.set_airport_details of <(YLZI) Lizard Island Airport - Altitude: 67 - Latitude: -14.672616 - Longitude: 145.453857>>
2734,1273,Slovenia,<bound method Entity.get_distance_from of <(LJLJ) Ljubljana Joze Pucnik Airport - Altitude: 1273 - Latitude: 46.223679 - Longitude: 14.45761>>,LJU,LJLJ,46.223679,14.45761,Ljubljana Joze Pucnik Airport,<bound method Airport.set_airport_details of <(LJLJ) Ljubljana Joze Pucnik Airport - Altitude: 1273 - Latitude: 46.223679 - Longitude: 14.45761>>
2735,139,Sweden,<bound method Entity.get_distance_from of <(ESTL) Ljungbyhed Airport - Altitude: 139 - Latitude: 56.082779 - Longitude: 13.2125>>,QEL,ESTL,56.082779,13.2125,Ljungbyhed Airport,<bound method Airport.set_airport_details of <(ESTL) Ljungbyhed Airport - Altitude: 139 - Latitude: 56.082779 - Longitude: 13.2125>>
2736,1136,Spain,<bound method Entity.get_distance_from of <(LEDA) Lleida Alguaire Airport - Altitude: 1136 - Latitude: 41.726925 - Longitude: 0.539164>>,ILD,LEDA,41.726925,0.539164,Lleida Alguaire Airport,<bound method Airport.set_airport_details of <(LEDA) Lleida Alguaire Airport - Altitude: 1136 - Latitude: 41.726925 - Longitude: 0.539164>>
2737,2193,Canada,<bound method Entity.get_distance_from of <(CYLL) Lloydminster Airport - Altitude: 2193 - Latitude: 53.309158 - Longitude: -110.071999>>,YLL,CYLL,53.309158,-110.071999,Lloydminster Airport,<bound method Airport.set_airport_details of <(CYLL) Lloydminster Airport - Altitude: 2193 - Latitude: 53.309158 - Longitude: -110.071999>>
2738,652,Switzerland,<bound method Entity.get_distance_from of <(LSZL) Locarno Airport - Altitude: 652 - Latitude: 46.165298 - Longitude: 8.8778>>,QYZ,LSZL,46.165298,8.8778,Locarno Airport,<bound method Airport.set_airport_details of <(LSZL) Locarno Airport - Altitude: 652 - Latitude: 46.165298 - Longitude: 8.8778>>
2739,77,Australia,<bound method Entity.get_distance_from of <(YLHR) Lockhart River Airport - Altitude: 77 - Latitude: -12.788889 - Longitude: 143.3125>>,IRG,YLHR,-12.788889,143.3125,Lockhart River Airport,<bound method Airport.set_airport_details of <(YLHR) Lockhart River Airport - Altitude: 77 - Latitude: -12.788889 - Longitude: 143.3125>>
2740,1715,Kenya,<bound method Entity.get_distance_from of <(HKLO) Lodwar Airport - Altitude: 1715 - Latitude: 3.121967 - Longitude: 35.608688>>,LOK,HKLO,3.121967,35.608688,Lodwar Airport,<bound method Airport.set_airport_details of <(HKLO) Lodwar Airport - Altitude: 1715 - Latitude: 3.121967 - Longitude: 35.608688>>
2741,604,Poland,<bound method Entity.get_distance_from of <(EPLL) Lodz Wladyslaw Reymont Airport - Altitude: 604 - Latitude: 51.721882 - Longitude: 19.39813>>,LCJ,EPLL,51.721882,19.39813,Lodz Wladyslaw Reymont Airport,<bound method Airport.set_airport_details of <(EPLL) Lodz Wladyslaw Reymont Airport - Altitude: 604 - Latitude: 51.721882 - Longitude: 19.39813>>
2742,860,Thailand,<bound method Entity.get_distance_from of <(VTUL) Loei Airport - Altitude: 860 - Latitude: 17.439131 - Longitude: 101.722>>,LOE,VTUL,17.439131,101.722,Loei Airport,<bound method Airport.set_airport_details of <(VTUL) Loei Airport - Altitude: 860 - Latitude: 17.439131 - Longitude: 101.722>>
2743,4454,United States,<bound method Entity.get_distance_from of <(KLGU) Logan Cache Airport - Altitude: 4454 - Latitude: 41.787498 - Longitude: -111.855003>>,LGU,KLGU,41.787498,-111.855003,Logan Cache Airport,<bound method Airport.set_airport_details of <(KLGU) Logan Cache Airport - Altitude: 4454 - Latitude: 41.787498 - Longitude: -111.855003>>
2744,1161,Spain,<bound method Entity.get_distance_from of <(LERJ) Logrono Agoncillo Airport - Altitude: 1161 - Latitude: 42.460953 - Longitude: -2.322235>>,RJL,LERJ,42.460953,-2.322235,Logrono Agoncillo Airport,<bound method Airport.set_airport_details of <(LERJ) Logrono Agoncillo Airport - Altitude: 1161 - Latitude: 42.460953 - Longitude: -2.322235>>
2745,2940,Myanmar (Burma),<bound method Entity.get_distance_from of <(VYLK) Loikaw Airport - Altitude: 2940 - Latitude: 19.6915 - Longitude: 97.214798>>,LIW,VYLK,19.6915,97.214798,Loikaw Airport,<bound method Airport.set_airport_details of <(VYLK) Loikaw Airport - Altitude: 2940 - Latitude: 19.6915 - Longitude: 97.214798>>
2746,4056,Ecuador,<bound method Entity.get_distance_from of <(SECA) Loja Ciudad de Catamayo Airport - Altitude: 4056 - Latitude: -3.99589 - Longitude: -79.371902>>,LOH,SECA,-3.99589,-79.371902,Loja Ciudad de Catamayo Airport,<bound method Airport.set_airport_details of <(SECA) Loja Ciudad de Catamayo Airport - Altitude: 4056 - Latitude: -3.99589 - Longitude: -79.371902>>
2747,16,Denmark,<bound method Entity.get_distance_from of <(EKMB) Lolland Falster Airport - Altitude: 16 - Latitude: 54.699299 - Longitude: 11.4401>>,MRW,EKMB,54.699299,11.4401,Lolland Falster Airport,<bound method Airport.set_airport_details of <(EKMB) Lolland Falster Airport - Altitude: 16 - Latitude: 54.699299 - Longitude: 11.4401>>
2748,141,Australia,<bound method Entity.get_distance_from of <(YLBD) Lombadina Airport - Altitude: 141 - Latitude: -16.515251 - Longitude: 122.923492>>,QBD,YLBD,-16.515251,122.923492,Lombadina Airport,<bound method Airport.set_airport_details of <(YLBD) Lombadina Airport - Altitude: 141 - Latitude: -16.515251 - Longitude: 122.923492>>
2749,319,Indonesia,<bound method Entity.get_distance_from of <(WADL) Lombok International Airport - Altitude: 319 - Latitude: -8.757322 - Longitude: 116.276672>>,LOP,WADL,-8.757322,116.276672,Lombok International Airport,<bound method Airport.set_airport_details of <(WADL) Lombok International Airport - Altitude: 319 - Latitude: -8.757322 - Longitude: 116.276672>>
2750,72,Togo,<bound method Entity.get_distance_from of <(DXXX) Lome Tokoin Airport - Altitude: 72 - Latitude: 6.165611 - Longitude: 1.254511>>,LFW,DXXX,6.165611,1.254511,Lome Tokoin Airport,<bound method Airport.set_airport_details of <(DXXX) Lome Tokoin Airport - Altitude: 72 - Latitude: 6.165611 - Longitude: 1.254511>>
2751,1191,South Africa,<bound method Entity.get_distance_from of <(FALD) Londolozi Airport - Altitude: 1191 - Latitude: -24.807199 - Longitude: 31.503918>>,LDZ,FALD,-24.807199,31.503918,Londolozi Airport,<bound method Airport.set_airport_details of <(FALD) Londolozi Airport - Altitude: 1191 - Latitude: -24.807199 - Longitude: 31.503918>>
2752,598,United Kingdom,<bound method Entity.get_distance_from of <(EGKB) London Biggin Hill Airport - Altitude: 598 - Latitude: 51.33083 - Longitude: 0.0325>>,BQH,EGKB,51.33083,0.0325,London Biggin Hill Airport,<bound method Airport.set_airport_details of <(EGKB) London Biggin Hill Airport - Altitude: 598 - Latitude: 51.33083 - Longitude: 0.0325>>
2753,19,United Kingdom,<bound method Entity.get_distance_from of <(EGLC) London City Airport - Altitude: 19 - Latitude: 51.505268 - Longitude: 0.055278>>,LCY,EGLC,51.505268,0.055278,London City Airport,<bound method Airport.set_airport_details of <(EGLC) London City Airport - Altitude: 19 - Latitude: 51.505268 - Longitude: 0.055278>>
2754,1212,United States,<bound method Entity.get_distance_from of <(KLOZ) London Corbin Airport - Altitude: 1212 - Latitude: 37.087223 - Longitude: -84.076942>>,LOZ,KLOZ,37.087223,-84.076942,London Corbin Airport,<bound method Airport.set_airport_details of <(KLOZ) London Corbin Airport - Altitude: 1212 - Latitude: 37.087223 - Longitude: -84.076942>>
2755,332,United Kingdom,<bound method Entity.get_distance_from of <(EGTR) London Elstree Aerodrome - Altitude: 332 - Latitude: 51.655834 - Longitude: -0.325833>>,QKE,EGTR,51.655834,-0.325833,London Elstree Aerodrome,<bound method Airport.set_airport_details of <(EGTR) London Elstree Aerodrome - Altitude: 332 - Latitude: 51.655834 - Longitude: -0.325833>>
2756,202,United Kingdom,<bound method Entity.get_distance_from of <(EGKK) London Gatwick Airport - Altitude: 202 - Latitude: 51.148048 - Longitude: -0.19027>>,LGW,EGKK,51.148048,-0.19027,London Gatwick Airport,<bound method Airport.set_airport_details of <(EGKK) London Gatwick Airport - Altitude: 202 - Latitude: 51.148048 - Longitude: -0.19027>>
2757,83,United Kingdom,<bound method Entity.get_distance_from of <(EGLL) London Heathrow Airport - Altitude: 83 - Latitude: 51.471626 - Longitude: -0.467081>>,LHR,EGLL,51.471626,-0.467081,London Heathrow Airport,<bound method Airport.set_airport_details of <(EGLL) London Heathrow Airport - Altitude: 83 - Latitude: 51.471626 - Longitude: -0.467081>>
2758,912,Canada,<bound method Entity.get_distance_from of <(CYXU) London International Airport - Altitude: 912 - Latitude: 43.033051 - Longitude: -81.1511>>,YXU,CYXU,43.033051,-81.1511,London International Airport,<bound method Airport.set_airport_details of <(CYXU) London International Airport - Altitude: 912 - Latitude: 43.033051 - Longitude: -81.1511>>
2759,526,United Kingdom,<bound method Entity.get_distance_from of <(EGGW) London Luton Airport - Altitude: 526 - Latitude: 51.874722 - Longitude: -0.36833>>,LTN,EGGW,51.874722,-0.36833,London Luton Airport,<bound method Airport.set_airport_details of <(EGGW) London Luton Airport - Altitude: 526 - Latitude: 51.874722 - Longitude: -0.36833>>
2760,270,United Kingdom,<bound method Entity.get_distance_from of <(EGTK) London Oxford Airport - Altitude: 270 - Latitude: 51.836941 - Longitude: -1.32>>,OXF,EGTK,51.836941,-1.32,London Oxford Airport,<bound method Airport.set_airport_details of <(EGTK) London Oxford Airport - Altitude: 270 - Latitude: 51.836941 - Longitude: -1.32>>
2761,49,United Kingdom,<bound method Entity.get_distance_from of <(EGMC) London Southend Airport - Altitude: 49 - Latitude: 51.571381 - Longitude: 0.695556>>,SEN,EGMC,51.571381,0.695556,London Southend Airport,<bound method Airport.set_airport_details of <(EGMC) London Southend Airport - Altitude: 49 - Latitude: 51.571381 - Longitude: 0.695556>>
2762,348,United Kingdom,<bound method Entity.get_distance_from of <(EGSS) London Stansted Airport - Altitude: 348 - Latitude: 51.884998 - Longitude: 0.235>>,STN,EGSS,51.884998,0.235,London Stansted Airport,<bound method Airport.set_airport_details of <(EGSS) London Stansted Airport - Altitude: 348 - Latitude: 51.884998 - Longitude: 0.235>>
2763,1867,Brazil,<bound method Entity.get_distance_from of <(SBLO) Londrina Airport - Altitude: 1867 - Latitude: -23.333599 - Longitude: -51.130001>>,LDB,SBLO,-23.333599,-51.130001,Londrina Airport,<bound method Airport.set_airport_details of <(SBLO) Londrina Airport - Altitude: 1867 - Latitude: -23.333599 - Longitude: -51.130001>>
2764,289,Malaysia,<bound method Entity.get_distance_from of <(WBGL) Long Akah Airport - Altitude: 289 - Latitude: 3.3 - Longitude: 114.782997>>,LKH,WBGL,3.3,114.782997,Long Akah Airport,<bound method Airport.set_airport_details of <(WBGL) Long Akah Airport - Altitude: 289 - Latitude: 3.3 - Longitude: 114.782997>>
2765,60,United States,<bound method Entity.get_distance_from of <(KLGB) Long Beach Airport - Altitude: 60 - Latitude: 33.817719 - Longitude: -118.151001>>,LGB,KLGB,33.817719,-118.151001,Long Beach Airport,<bound method Airport.set_airport_details of <(KLGB) Long Beach Airport - Altitude: 60 - Latitude: 33.817719 - Longitude: -118.151001>>
2766,1400,Malaysia,<bound method Entity.get_distance_from of <(WBGF) Long Lellang Airport - Altitude: 1400 - Latitude: 3.421 - Longitude: 115.153999>>,LGL,WBGF,3.421,115.153999,Long Lellang Airport,<bound method Airport.set_airport_details of <(WBGF) Long Lellang Airport - Altitude: 1400 - Latitude: 3.421 - Longitude: 115.153999>>
2767,607,Malaysia,<bound method Entity.get_distance_from of <(WBGI) Long Seridan Airport - Altitude: 607 - Latitude: 3.976111 - Longitude: 115.063301>>,ODN,WBGI,3.976111,115.063301,Long Seridan Airport,<bound method Airport.set_airport_details of <(WBGI) Long Seridan Airport - Altitude: 607 - Latitude: 3.976111 - Longitude: 115.063301>>
2768,3707,China,<bound method Entity.get_distance_from of <(ZLLN) Longnan Cheng Xian Airport - Altitude: 3707 - Latitude: 33.787998 - Longitude: 105.796997>>,LNL,ZLLN,33.787998,105.796997,Longnan Cheng Xian Airport,<bound method Airport.set_airport_details of <(ZLLN) Longnan Cheng Xian Airport - Altitude: 3707 - Latitude: 33.787998 - Longitude: 105.796997>>
2769,627,Australia,<bound method Entity.get_distance_from of <(YLRE) Longreach Airport - Altitude: 627 - Latitude: -23.434099 - Longitude: 144.280197>>,LRE,YLRE,-23.434099,144.280197,Longreach Airport,<bound method Airport.set_airport_details of <(YLRE) Longreach Airport - Altitude: 627 - Latitude: -23.434099 - Longitude: 144.280197>>
2770,365,United States,<bound method Entity.get_distance_from of <(KGGG) Longview East Texas Regional Airport - Altitude: 365 - Latitude: 32.38401 - Longitude: -94.711403>>,GGG,KGGG,32.38401,-94.711403,Longview East Texas Regional Airport,<bound method Airport.set_airport_details of <(KGGG) Longview East Texas Regional Airport - Altitude: 365 - Latitude: 32.38401 - Longitude: -94.711403>>
2771,1225,China,<bound method Entity.get_distance_from of <(ZSLD) Longyan Guanzhishan Airport - Altitude: 1225 - Latitude: 25.6747 - Longitude: 116.747002>>,LCX,ZSLD,25.6747,116.747002,Longyan Guanzhishan Airport,<bound method Airport.set_airport_details of <(ZSLD) Longyan Guanzhishan Airport - Altitude: 1225 - Latitude: 25.6747 - Longitude: 116.747002>>
2772,88,Norway,<bound method Entity.get_distance_from of <(ENSB) Longyearbyen Svalbard Airport - Altitude: 88 - Latitude: 78.246109 - Longitude: 15.46555>>,LYR,ENSB,78.246109,15.46555,Longyearbyen Svalbard Airport,<bound method Airport.set_airport_details of <(ENSB) Longyearbyen Svalbard Airport - Altitude: 88 - Latitude: 78.246109 - Longitude: 15.46555>>
2773,17,Australia,<bound method Entity.get_distance_from of <(YLHI) Lord Howe Island Airport - Altitude: 17 - Latitude: -31.540808 - Longitude: 159.078156>>,LDH,YLHI,-31.540808,159.078156,Lord Howe Island Airport,<bound method Airport.set_airport_details of <(YLHI) Lord Howe Island Airport - Altitude: 17 - Latitude: -31.540808 - Longitude: 159.078156>>
2774,12,Papua New Guinea,<bound method Entity.get_distance_from of <(AYMO) Lorengau Momote Airport - Altitude: 12 - Latitude: -2.06189 - Longitude: 147.423996>>,MAS,AYMO,-2.06189,147.423996,Lorengau Momote Airport,<bound method Airport.set_airport_details of <(AYMO) Lorengau Momote Airport - Altitude: 12 - Latitude: -2.06189 - Longitude: 147.423996>>
2775,34,Mexico,<bound method Entity.get_distance_from of <(MMLT) Loreto International Airport - Altitude: 34 - Latitude: 25.989189 - Longitude: -111.348>>,LTO,MMLT,25.989189,-111.348,Loreto International Airport,<bound method Airport.set_airport_details of <(MMLT) Loreto International Airport - Altitude: 34 - Latitude: 25.989189 - Longitude: -111.348>>
2776,169,France,<bound method Entity.get_distance_from of <(LFRH) Lorient South Brittany Airport - Altitude: 169 - Latitude: 47.760529 - Longitude: -3.43995>>,LRT,LFRH,47.760529,-3.43995,Lorient South Brittany Airport,<bound method Airport.set_airport_details of <(LFRH) Lorient South Brittany Airport - Altitude: 169 - Latitude: 47.760529 - Longitude: -3.43995>>
2777,125,United States,<bound method Entity.get_distance_from of <(KLAX) Los Angeles International Airport - Altitude: 125 - Latitude: 33.94252 - Longitude: -118.406998>>,LAX,KLAX,33.94252,-118.406998,Los Angeles International Airport,<bound method Airport.set_airport_details of <(KLAX) Los Angeles International Airport - Altitude: 125 - Latitude: 33.94252 - Longitude: -118.406998>>
2778,1003,United States,<bound method Entity.get_distance_from of <(KWHP) Los Angeles Whiteman Airport - Altitude: 1003 - Latitude: 34.259323 - Longitude: -118.413429>>,WHP,KWHP,34.259323,-118.413429,Los Angeles Whiteman Airport,<bound method Airport.set_airport_details of <(KWHP) Los Angeles Whiteman Airport - Altitude: 1003 - Latitude: 34.259323 - Longitude: -118.413429>>
2779,121,United States,<bound method Entity.get_distance_from of <(KLSN) Los Banos Airport - Altitude: 121 - Latitude: 37.06266 - Longitude: -120.869095>>,LSN,KLSN,37.06266,-120.869095,Los Banos Airport,<bound method Airport.set_airport_details of <(KLSN) Los Banos Airport - Altitude: 121 - Latitude: 37.06266 - Longitude: -120.869095>>
2780,16,Mexico,<bound method Entity.get_distance_from of <(MMLM) Los Mochis International Airport - Altitude: 16 - Latitude: 25.68519 - Longitude: -109.080002>>,LMM,MMLM,25.68519,-109.080002,Los Mochis International Airport,<bound method Airport.set_airport_details of <(MMLM) Los Mochis International Airport - Altitude: 16 - Latitude: 25.68519 - Longitude: -109.080002>>
2781,17,Venezuela,<bound method Entity.get_distance_from of <(SVRS) Los Roques Airport - Altitude: 17 - Latitude: 11.95 - Longitude: -66.669998>>,LRV,SVRS,11.95,-66.669998,Los Roques Airport,<bound method Airport.set_airport_details of <(SVRS) Los Roques Airport - Altitude: 17 - Latitude: 11.95 - Longitude: -66.669998>>
2782,151,Croatia,<bound method Entity.get_distance_from of <(LDLO) Losinj Airport - Altitude: 151 - Latitude: 44.5658 - Longitude: 14.3931>>,LSZ,LDLO,44.5658,14.3931,Losinj Airport,<bound method Airport.set_airport_details of <(LDLO) Losinj Airport - Altitude: 151 - Latitude: 44.5658 - Longitude: 14.3931>>
2783,487,United States,<bound method Entity.get_distance_from of <(KLKU) Louisa County Airport - Altitude: 487 - Latitude: 38.009941 - Longitude: -77.969009>>,LOW,KLKU,38.009941,-77.969009,Louisa County Airport,<bound method Airport.set_airport_details of <(KLKU) Louisa County Airport - Altitude: 487 - Latitude: 38.009941 - Longitude: -77.969009>>
2784,369,United States,<bound method Entity.get_distance_from of <(KLHZ) Louisburg Triangle North Executive Airport - Altitude: 369 - Latitude: 36.0233 - Longitude: -78.330299>>,LFN,KLHZ,36.0233,-78.330299,Louisburg Triangle North Executive Airport,<bound method Airport.set_airport_details of <(KLHZ) Louisburg Triangle North Executive Airport - Altitude: 369 - Latitude: 36.0233 - Longitude: -78.330299>>
2785,546,United States,<bound method Entity.get_distance_from of <(KLOU) Louisville Bowman Field Airport - Altitude: 546 - Latitude: 38.228001 - Longitude: -85.663696>>,LOU,KLOU,38.228001,-85.663696,Louisville Bowman Field Airport,<bound method Airport.set_airport_details of <(KLOU) Louisville Bowman Field Airport - Altitude: 546 - Latitude: 38.228001 - Longitude: -85.663696>>
2786,463,United States,<bound method Entity.get_distance_from of <(KJVY) Louisville Clark Regional Airport - Altitude: 463 - Latitude: 38.366142 - Longitude: -85.737885>>,QSV,KJVY,38.366142,-85.737885,Louisville Clark Regional Airport,<bound method Airport.set_airport_details of <(KJVY) Louisville Clark Regional Airport - Altitude: 463 - Latitude: 38.366142 - Longitude: -85.737885>>
2787,501,United States,<bound method Entity.get_distance_from of <(KSDF) Louisville International Airport - Altitude: 501 - Latitude: 38.17408 - Longitude: -85.736397>>,SDF,KSDF,38.17408,-85.736397,Louisville International Airport,<bound method Airport.set_airport_details of <(KSDF) Louisville International Airport - Altitude: 501 - Latitude: 38.17408 - Longitude: -85.736397>>
2788,575,United States,<bound method Entity.get_distance_from of <(KLMS) Louisville Winston County Airport - Altitude: 575 - Latitude: 33.146198 - Longitude: -89.0625>>,LMS,KLMS,33.146198,-89.0625,Louisville Winston County Airport,<bound method Airport.set_airport_details of <(KLMS) Louisville Winston County Airport - Altitude: 575 - Latitude: 33.146198 - Longitude: -89.0625>>
2789,121,Canada,<bound method Entity.get_distance_from of <(CYBX) Lourdes-de-Blanc-Sablon Airport - Altitude: 121 - Latitude: 51.439999 - Longitude: -57.18>>,YBX,CYBX,51.439999,-57.18,Lourdes-de-Blanc-Sablon Airport,<bound method Airport.set_airport_details of <(CYBX) Lourdes-de-Blanc-Sablon Airport - Altitude: 121 - Latitude: 51.439999 - Longitude: -57.18>>
2790,1226,Kenya,<bound method Entity.get_distance_from of <(HKLY) Loyangalani Airport - Altitude: 1226 - Latitude: 2.763331 - Longitude: 36.718456>>,LOY,HKLY,2.763331,36.718456,Loyangalani Airport,<bound method Airport.set_airport_details of <(HKLY) Loyangalani Airport - Altitude: 1226 - Latitude: 2.763331 - Longitude: 36.718456>>
2791,542,Angola,<bound method Entity.get_distance_from of <(FNBJ) Luanda Dr Antonio Agostinho Neto Airport - Altitude: 542 - Latitude: -9.053644 - Longitude: 13.495178>>,NBJ,FNBJ,-9.053644,13.495178,Luanda Dr Antonio Agostinho Neto Airport,<bound method Airport.set_airport_details of <(FNBJ) Luanda Dr Antonio Agostinho Neto Airport - Altitude: 542 - Latitude: -9.053644 - Longitude: 13.495178>>
